Generator,Label,Image_Path,Caption_ID,Full_Text,Min_Prob,Avg_Prob,Word_Prob_Details
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00003093.JPEG,7,mirrored mosaic box has a flower and jewel border and is covered in pearls and other decorations,0.0101,0.21,mirrored(0.02) | mosaic(0.07) | box(0.56) | has(0.01) | a(0.19) | flower(0.03) | and(0.17) | jewel(0.02) | border(0.02) | and(0.12) | is(0.10) | covered(0.08) | in(0.57) | pearls(0.31) | and(0.35) | other(0.12) | decorations(0.04) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00003093.JPEG,8,lacy blue glass covered box with flower decoration in a garden,0.0114,0.2144,lacy(0.03) | blue(0.02) | glass(0.07) | covered(0.11) | box(0.58) | with(0.45) | flower(0.01) | decoration(0.12) | in(0.04) | a(0.09) | garden(0.21) | [SEP](0.84)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00003093.JPEG,9,rectangular box with decorative pieces made from white mosaic tile,0.0204,0.1713,rectangular(0.02) | box(0.23) | with(0.25) | decorative(0.18) | pieces(0.05) | made(0.06) | from(0.23) | white(0.11) | mosaic(0.02) | tile(0.07) | [SEP](0.66)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00003093.JPEG,10,there is a white decorative box that has a dog sitting inside of it,0.0086,0.4297,there(0.04) | is(0.87) | a(0.93) | white(0.20) | decorative(0.12) | box(0.75) | that(0.15) | has(0.43) | a(0.18) | dog(0.01) | sitting(0.09) | inside(0.16) | of(0.51) | it(1.00) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00049115.JPEG,1,doorway dog sniffs a green bush in front of a garden,0.0149,0.3756,doorway(0.02) | dog(0.04) | sniff(0.07) | ##s(1.00) | a(0.23) | green(0.02) | bush(0.55) | in(0.25) | front(0.24) | of(1.00) | a(0.59) | garden(0.01) | [SEP](0.84)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00049115.JPEG,2,thick white dog sniffing a plant next to a curb in the middle of the day,0.0204,0.3999,thick(0.02) | white(0.39) | dog(0.59) | sniffing(0.29) | a(0.21) | plant(0.22) | next(0.02) | to(1.00) | a(0.66) | curb(0.13) | in(0.12) | the(0.31) | middle(0.09) | of(1.00) | the(0.48) | day(0.28) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00049115.JPEG,3,"trees, grass, flowers and leaves near cement step and white dog",0.0096,0.2009,"trees(0.02) | ,(0.09) | grass(0.18) | ,(0.47) | flowers(0.03) | and(0.58) | leaves(0.07) | near(0.03) | cement(0.01) | step(0.01) | and(0.13) | white(0.04) | dog(0.62) | [SEP](0.54)"
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00049115.JPEG,4,graveled ground in front of house,0.0216,0.3438,gravel(0.02) | ##ed(0.31) | ground(0.03) | in(0.09) | front(0.59) | of(1.00) | house(0.05) | [SEP](0.65)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00049115.JPEG,5,blonded poodle is sniffing a rock in front of a bush,0.0229,0.4177,blond(0.02) | ##ed(0.08) | po(0.67) | ##odle(1.00) | is(0.04) | sniffing(0.38) | a(0.25) | rock(0.09) | in(0.29) | front(0.13) | of(1.00) | a(0.58) | bush(0.43) | [SEP](0.88)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00049115.JPEG,6,this is a picture of a small dog sniffing a bush with his head,0.0272,0.3954,this(0.03) | is(0.91) | a(0.91) | picture(0.08) | of(1.00) | a(1.00) | small(0.18) | dog(0.25) | sniffing(0.27) | a(0.36) | bush(0.31) | with(0.03) | his(0.09) | head(0.29) | [SEP](0.22)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00049115.JPEG,7,the dog has its head in the grass near the rocks,0.0226,0.3832,the(0.02) | dog(0.41) | has(0.09) | its(0.08) | head(0.64) | in(0.52) | the(0.81) | grass(0.15) | near(0.17) | the(0.62) | rocks(0.22) | [SEP](0.87)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00049115.JPEG,8,someone had to be in a dog park to take their picture with,0.0216,0.2135,someone(0.02) | had(0.02) | to(0.18) | be(0.03) | in(0.04) | a(0.16) | dog(0.21) | park(0.54) | to(0.44) | take(0.23) | their(0.07) | picture(0.71) | with(0.08) | [SEP](0.25)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00049115.JPEG,9,shrubs along the sidewalk make a playful garden dog,0.0156,0.1885,shrubs(0.02) | along(0.02) | the(0.56) | sidewalk(0.40) | make(0.04) | a(0.41) | playful(0.02) | garden(0.02) | dog(0.03) | [SEP](0.36)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00049115.JPEG,10,white poodle with hind tail on pavement near tree and rocks,0.0086,0.274,white(0.03) | po(0.32) | ##odle(1.00) | with(0.06) | hind(0.01) | tail(0.04) | on(0.14) | pavement(0.01) | near(0.16) | tree(0.03) | and(0.63) | rocks(0.14) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00043522.JPEG,1,a brightly filled display in a store with various varieties of cheese,0.0204,0.3567,a(0.05) | brightly(0.03) | filled(0.02) | display(0.23) | in(0.11) | a(0.89) | store(0.15) | with(0.37) | various(0.07) | varieties(0.03) | of(1.00) | cheese(1.00) | [SEP](0.70)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00043522.JPEG,2,these are cheese on shelves in a grocery store for sale,0.0232,0.5228,these(0.02) | are(0.81) | cheese(0.30) | on(0.05) | shelves(0.09) | in(0.61) | a(0.86) | grocery(0.42) | store(1.00) | for(0.12) | sale(0.98) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00043522.JPEG,3,this is a view of an aisle of cheese in a supermarket,0.0318,0.5246,this(0.03) | is(0.96) | a(0.76) | view(0.06) | of(1.00) | an(0.08) | aisle(0.32) | of(0.41) | cheese(0.83) | in(0.23) | a(1.00) | supermarket(0.20) | [SEP](0.95)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00043522.JPEG,4,dried and cut cheeses are lined up on the rack in the store,0.0185,0.4131,dried(0.02) | and(0.05) | cut(0.07) | cheese(1.00) | ##s(0.47) | are(0.31) | lined(0.12) | up(1.00) | on(0.44) | the(0.21) | rack(0.02) | in(0.69) | the(0.40) | store(0.40) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00043522.JPEG,5,there is a man shopping for food in the shop of a dairy store,0.0131,0.335,there(0.05) | is(0.41) | a(0.91) | man(0.04) | shopping(0.04) | for(0.24) | food(0.04) | in(0.54) | the(0.32) | shop(0.01) | of(0.08) | a(0.81) | dairy(0.02) | store(0.51) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00043522.JPEG,6,aisle with cheese display in grocery store filled with various types of cheese,0.0169,0.4721,aisle(0.02) | with(0.17) | cheese(0.16) | display(0.06) | in(0.41) | grocery(0.26) | store(0.94) | filled(0.20) | with(1.00) | various(0.09) | types(0.53) | of(0.87) | cheese(1.00) | [SEP](0.91)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00043522.JPEG,7,someone is walking toward a section of a food market with cheese and cheese items,0.0112,0.2907,someone(0.02) | is(0.57) | walking(0.07) | toward(0.01) | a(0.57) | section(0.01) | of(1.00) | a(0.30) | food(0.03) | market(0.18) | with(0.24) | cheese(0.48) | and(0.16) | cheese(0.20) | items(0.03) | [SEP](0.76)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00043522.JPEG,8,this is a deli section at a grocery store with cheeses on display,0.0318,0.5312,this(0.03) | is(0.96) | a(0.76) | del(0.05) | ##i(1.00) | section(0.09) | at(0.06) | a(0.89) | grocery(0.64) | store(0.92) | with(0.50) | cheese(0.40) | ##s(0.42) | on(0.17) | display(0.61) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00043522.JPEG,9,display in a store with various kinds of cheeses and other foods,0.0289,0.4401,display(0.03) | in(0.04) | a(0.72) | store(0.15) | with(0.32) | various(0.07) | kinds(0.24) | of(1.00) | cheese(1.00) | ##s(0.36) | and(0.51) | other(0.28) | foods(0.50) | [SEP](0.93)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00043522.JPEG,10,"display cases filled with lots of cheeses, and various toppings",0.0219,0.3844,"display(0.03) | cases(0.07) | filled(0.21) | with(1.00) | lots(0.11) | of(1.00) | cheese(0.76) | ##s(0.24) | ,(0.02) | and(0.10) | various(0.04) | topping(0.03) | ##s(1.00) | [SEP](0.78)"
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00027115.JPEG,1,assortment of menu with various food items on wooden table,0.018,0.3509,assortment(0.02) | of(1.00) | menu(0.09) | with(0.03) | various(0.09) | food(0.07) | items(0.74) | on(0.37) | wooden(0.08) | table(1.00) | [SEP](0.37)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00027115.JPEG,2,booklet with japanese food on it next to plates of food on a table,0.0193,0.4389,booklet(0.02) | with(0.21) | japanese(0.13) | food(0.45) | on(0.31) | it(0.47) | next(0.03) | to(1.00) | plates(0.08) | of(0.76) | food(0.34) | on(0.27) | a(0.60) | table(0.91) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00027115.JPEG,3,advertisements are spread out on a table in an asian restaurant,0.0216,0.4387,advertisements(0.02) | are(0.11) | spread(0.04) | out(0.42) | on(0.70) | a(0.61) | table(0.26) | in(0.14) | an(0.10) | asian(0.86) | restaurant(1.00) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00027115.JPEG,4,several dishes sit on top of a table with menus and a bowl of sushi,0.0243,0.4676,several(0.02) | dishes(0.03) | sit(0.04) | on(0.90) | top(0.05) | of(1.00) | a(0.83) | table(0.51) | with(0.38) | menu(0.10) | ##s(0.91) | and(0.22) | a(0.13) | bowl(0.32) | of(0.82) | su(0.20) | ##shi(1.00) | [SEP](0.95)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00027115.JPEG,5,this is a restaurant menu with sushi and rolls in the front,0.0286,0.4421,this(0.03) | is(0.94) | a(0.86) | restaurant(0.09) | menu(0.88) | with(0.51) | su(0.04) | ##shi(1.00) | and(0.51) | rolls(0.05) | in(0.08) | the(0.12) | front(0.14) | [SEP](0.93)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00027115.JPEG,6,"chinese menu with japanese and english text, with some sushi rolls, vegetables and fish",0.0123,0.2624,"chinese(0.02) | menu(0.60) | with(0.33) | japanese(0.07) | and(0.05) | english(0.61) | text(0.12) | ,(0.03) | with(0.14) | some(0.01) | su(0.24) | ##shi(1.00) | rolls(0.03) | ,(0.04) | vegetables(0.02) | and(0.56) | fish(0.05) | [SEP](0.78)"
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00027115.JPEG,7,there are many asian menus on a table with chopsticks on the table,0.0303,0.4639,there(0.04) | are(0.43) | many(0.24) | asian(0.12) | menu(0.35) | ##s(0.95) | on(0.39) | a(0.31) | table(0.73) | with(0.37) | chop(0.03) | ##stick(1.00) | ##s(1.00) | on(0.17) | the(0.25) | table(0.50) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00027115.JPEG,8,these are two menus with different kinds of food on them,0.0237,0.4641,these(0.02) | are(0.60) | two(0.05) | menu(0.27) | ##s(0.83) | with(0.19) | different(0.26) | kinds(0.16) | of(1.00) | food(0.36) | on(0.54) | them(0.75) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00027115.JPEG,9,oriental restaurant menu with asian food and vegetables on display,0.0126,0.3347,oriental(0.02) | restaurant(0.11) | menu(0.87) | with(0.51) | asian(0.23) | food(0.35) | and(0.31) | vegetables(0.01) | on(0.51) | display(0.06) | [SEP](0.69)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00027115.JPEG,10,japan style menu at a small japanese restaurant with various kinds of sushi and shrimp,0.015,0.4061,japan(0.02) | style(0.08) | menu(0.56) | at(0.04) | a(0.75) | small(0.01) | japanese(0.25) | restaurant(0.97) | with(0.54) | various(0.06) | kinds(0.08) | of(1.00) | su(0.64) | ##shi(1.00) | and(0.06) | shrimp(0.04) | [SEP](0.80)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00017418.JPEG,1,poll a bee on a yellow flower with a blurry background,0.0133,0.5294,poll(0.02) | a(0.01) | bee(0.32) | on(0.30) | a(0.82) | yellow(0.68) | flower(1.00) | with(0.37) | a(0.40) | blur(0.08) | ##ry(0.93) | background(0.93) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00017418.JPEG,2,##ooooooo so big bees are sitting here in the same picture,0.0178,0.2369,##oo(0.02) | ##oo(0.60) | ##oo(0.70) | ##o(0.04) | so(0.05) | big(0.02) | bees(0.03) | are(0.39) | sitting(0.02) | here(0.02) | in(0.07) | the(0.63) | same(0.04) | picture(0.03) | [SEP](0.89)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00017418.JPEG,3,honeybee with long legs on a yellow flower looking up at the camera,0.0206,0.3894,honey(0.02) | ##bee(0.45) | with(0.06) | long(0.05) | legs(0.23) | on(0.41) | a(0.37) | yellow(0.74) | flower(1.00) | looking(0.02) | up(0.04) | at(0.31) | the(0.54) | camera(0.60) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00017418.JPEG,4,flies are attached to a flower that is brightly yellow in the summer,0.0084,0.3503,flies(0.02) | are(0.30) | attached(0.01) | to(1.00) | a(0.41) | flower(0.45) | that(0.11) | is(0.63) | brightly(0.01) | yellow(0.68) | in(0.08) | the(0.17) | summer(0.04) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00017418.JPEG,5,these are two hovers on a yellow flower and one has black and white stripes,0.0242,0.5232,these(0.02) | are(0.63) | two(0.50) | hove(0.03) | ##rs(0.86) | on(0.39) | a(0.76) | yellow(0.69) | flower(1.00) | and(0.09) | one(0.59) | has(0.13) | black(0.18) | and(0.54) | white(1.00) | stripes(0.63) | [SEP](0.84)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00017418.JPEG,6,closeup of bee on yellow flower with black and white wings,0.0228,0.5195,close(0.02) | ##up(0.32) | of(0.83) | bee(0.09) | on(0.57) | yellow(0.51) | flower(1.00) | with(0.63) | black(0.21) | and(0.55) | white(1.00) | wings(0.09) | [SEP](0.91)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00017418.JPEG,7,butterfly perched on a yellow flower near a dark background,0.0108,0.456,butterfly(0.02) | perched(0.04) | on(1.00) | a(0.58) | yellow(0.68) | flower(1.00) | near(0.04) | a(0.46) | dark(0.01) | background(0.18) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00017418.JPEG,8,underside of a bee on a flower with it's wings spread out and wings,0.0085,0.4365,underside(0.02) | of(0.66) | a(0.75) | bee(0.60) | on(0.53) | a(0.82) | flower(0.29) | with(0.53) | it(0.03) | '(1.00) | s(1.00) | wings(0.45) | spread(0.22) | out(0.24) | and(0.06) | wings(0.23) | [SEP](0.01)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00017418.JPEG,9,flies on a yellow flower with black wings and white legs,0.0195,0.4158,flies(0.02) | on(0.34) | a(0.65) | yellow(0.70) | flower(1.00) | with(0.47) | black(0.13) | wings(0.03) | and(0.40) | white(0.22) | legs(0.03) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00017418.JPEG,10,zebra fly and a bee on a yellow flower with green and yellow background,0.0219,0.4542,zebra(0.03) | fly(0.10) | and(0.02) | a(0.08) | bee(0.67) | on(0.52) | a(0.81) | yellow(0.76) | flower(1.00) | with(0.23) | green(0.47) | and(0.04) | yellow(0.59) | background(0.48) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00009086.JPEG,1,gray coat of woman sitting on wooden bench reading a book,0.019,0.4488,gray(0.02) | coat(0.03) | of(0.12) | woman(0.12) | sitting(0.38) | on(0.96) | wooden(0.10) | bench(1.00) | reading(0.39) | a(0.26) | book(1.00) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00009086.JPEG,2,photograph of a woman sitting on a bench holding a book,0.0197,0.6394,photograph(0.02) | of(0.75) | a(0.34) | woman(0.60) | sitting(0.36) | on(0.96) | a(1.00) | bench(0.74) | holding(0.13) | a(0.88) | book(1.00) | [SEP](0.89)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00009086.JPEG,3,these old woman is sitting on a bench and reading a book,0.022,0.5939,these(0.02) | old(0.17) | woman(0.28) | is(0.73) | sitting(0.26) | on(0.80) | a(0.86) | bench(0.76) | and(0.17) | reading(0.85) | a(0.82) | book(1.00) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00009086.JPEG,4,wrinkled woman reading a book on a bench in front of a fence,0.0239,0.6034,wrinkled(0.02) | woman(0.36) | reading(0.29) | a(0.56) | book(1.00) | on(0.48) | a(0.89) | bench(0.55) | in(0.57) | front(0.28) | of(1.00) | a(0.79) | fence(0.73) | [SEP](0.92)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00009086.JPEG,5,older woman sitting on a bench while reading a book,0.0321,0.6487,older(0.03) | woman(0.79) | sitting(0.37) | on(0.96) | a(0.62) | bench(0.70) | while(0.03) | reading(0.79) | a(0.94) | book(1.00) | [SEP](0.90)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00009086.JPEG,6,"older woman with gray hair, eyeglass and coat sitting on a wooden bench",0.0196,0.3738,"older(0.03) | woman(0.79) | with(0.09) | gray(0.02) | hair(0.59) | ,(0.05) | eye(0.03) | ##glass(0.51) | and(0.08) | coat(0.22) | sitting(0.37) | on(1.00) | a(0.53) | wooden(0.12) | bench(1.00) | [SEP](0.55)"
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00009086.JPEG,7,witch sitting on bench in black and white with a book,0.0189,0.4683,witch(0.02) | sitting(0.21) | on(0.97) | bench(0.18) | in(0.05) | black(0.19) | and(1.00) | white(1.00) | with(0.13) | a(0.08) | book(1.00) | [SEP](0.80)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00009086.JPEG,8,photograph taken in black and white of an old woman sitting on a park bench,0.0197,0.6235,photograph(0.02) | taken(0.09) | in(0.53) | black(0.76) | and(1.00) | white(1.00) | of(0.91) | an(0.52) | old(0.37) | woman(0.72) | sitting(0.36) | on(0.98) | a(1.00) | park(0.26) | bench(1.00) | [SEP](0.48)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00009086.JPEG,9,betty sitting on a bench reading a book next to a fence,0.0203,0.6723,betty(0.02) | sitting(0.04) | on(0.97) | a(0.84) | bench(0.77) | reading(0.64) | a(0.92) | book(1.00) | next(0.03) | to(1.00) | a(0.86) | fence(0.65) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00009086.JPEG,10,these ladies are reading a book sitting on the bench together,0.022,0.4718,these(0.02) | ladies(0.03) | are(0.84) | reading(0.33) | a(0.27) | book(0.99) | sitting(0.03) | on(0.95) | the(0.19) | bench(0.89) | together(0.13) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00012371.JPEG,1,fruits in a dish on a glass table with one apple and some plumberries,0.0223,0.3316,fruits(0.03) | in(0.13) | a(0.86) | dish(0.03) | on(0.28) | a(0.89) | glass(0.17) | table(0.38) | with(0.49) | one(0.02) | apple(0.16) | and(0.44) | some(0.02) | plum(0.34) | ##berries(0.06) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00012371.JPEG,2,a partly cleaned glass bowl filled with various types of fruit,0.0183,0.42,a(0.04) | partly(0.02) | cleaned(0.02) | glass(0.27) | bowl(0.48) | filled(0.27) | with(1.00) | various(0.06) | types(0.28) | of(1.00) | fruit(0.63) | [SEP](0.96)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00012371.JPEG,3,plumberries and peaches and strawberries with blueberries on a clear plate,0.0178,0.4137,plum(0.02) | ##berries(0.03) | and(0.20) | peach(0.39) | ##es(1.00) | and(0.07) | straw(0.07) | ##berries(1.00) | with(0.02) | blue(0.13) | ##berries(1.00) | on(0.34) | a(0.73) | clear(0.07) | plate(0.56) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00012371.JPEG,4,"dried fruit and fruits on display in glass dish, with strawberries and apples",0.0204,0.2749,"dried(0.02) | fruit(0.29) | and(0.11) | fruits(0.05) | on(0.19) | display(0.08) | in(0.36) | glass(0.34) | dish(0.13) | ,(0.05) | with(0.27) | straw(0.06) | ##berries(1.00) | and(0.40) | apples(0.08) | [SEP](0.97)"
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00012371.JPEG,5,dried fruits on a plate are a very high priority to a healthy diet,0.0122,0.2687,dried(0.02) | fruits(0.14) | on(0.16) | a(0.68) | plate(0.33) | are(0.06) | a(0.02) | very(0.04) | high(0.01) | priority(0.02) | to(0.19) | a(0.12) | healthy(0.39) | diet(0.84) | [SEP](1.00)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00012371.JPEG,6,bowls of fruit and berries in front of a plate with a berry,0.0115,0.3453,bowls(0.02) | of(0.79) | fruit(0.38) | and(0.16) | berries(0.64) | in(0.05) | front(0.02) | of(1.00) | a(0.79) | plate(0.05) | with(0.12) | a(0.25) | berry(0.01) | [SEP](0.55)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00012371.JPEG,7,"grapes, cherries, peaches and cherries sit in a bowl of water",0.0237,0.4957,"grapes(0.02) | ,(0.76) | cher(0.03) | ##ries(1.00) | ,(0.76) | peach(0.51) | ##es(1.00) | and(0.32) | cher(0.11) | ##ries(1.00) | sit(0.12) | in(0.37) | a(1.00) | bowl(0.44) | of(0.11) | water(0.25) | [SEP](0.63)"
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00012371.JPEG,8,plenty of fresh fruit is laying on a glass plate with a blue bowl on top,0.0177,0.4388,plenty(0.02) | of(1.00) | fresh(0.16) | fruit(0.53) | is(0.20) | laying(0.02) | on(0.65) | a(0.70) | glass(0.46) | plate(0.63) | with(0.21) | a(0.54) | blue(0.28) | bowl(0.96) | on(0.04) | top(0.21) | [SEP](0.85)
Midjourney,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/Midjourney/0_real/ILSVRC2012_val_00012371.JPEG,9,"platter of fresh fruit including fruit, berries and watermelon",0.02,0.4515,"platt(0.02) | ##er(0.91) | of(0.78) | fresh(0.14) | fruit(0.57) | including(0.33) | fruit(0.02) | ,(0.26) | berries(0.36) | and(0.45) | water(0.02) | ##mel(0.79) | ##on(0.84) | [SEP](0.83)"
